WSJID,OrderedID,Relation,Conn1Sense1,Conn1Sense2,Conn1,Conn2Sense1,Conn2Sense2,Conn2,PDTB_Arg1Begin,PDTB_Arg1End,PDTB_Arg2Begin,PDTB_Arg2End,PDTB_Arg1SpansNo,PDTB_Arg2SpansNo,PDTB_ArgOverlap,RST_Arg1IsRelation,RST_Arg1Span,RST_Arg1Diff,RST_Arg1Begin,RST_Arg1End,RST_Arg2IsRelation,RST_Arg2Span,RST_Arg2Diff,RST_Arg2Begin,RST_Arg2End,RST_RelationSpan,ExtraSpans,Sats,Nucs,arg1Sats,arg1Nucs,arg2Sats,arg2Nucs,RST_RelationName,revise,strictRevise,multiNucleiEncounters,multiNucleiRoot,attrEncounters,attrRoot,problemTraversing,sameunitTreatment,pdtbRelAttribution
1139,8,Explicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,727,926,1115,1235,1,2,FALSE,TRUE,14 17,1,727,927,TRUE,19 20,1,1115,1236,14 20,1,0,1,0,1,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,9,Implicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,727,926,928,1111,1,1,FALSE,TRUE,14 17,1,727,927,FALSE,18,1,928,1112,14 18,0,0,0,0,0,0,0,background,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,10,Explicit,Comparison.Contrast.Opposition, EMPTY,but,EMPTY,EMPTY,EMPTY,1239,1345,1351,1435,1,1,FALSE,FALSE,21,1,1239,1346,TRUE,22 24,5,1347,1436,21 24,0,0,0,0,0,0,0,concession,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,11,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,1347,1435,1532,1687,1,1,FALSE,TRUE,22 24,1,1347,1436,TRUE,26 27,1,1532,1688,21 27,2,1,1,1,0,0,1,evaluation-s,FALSE,TRUE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,12,Explicit,Contingency.Condition.Hypothetical, EMPTY,if,EMPTY,EMPTY,EMPTY,1347,1412,1416,1435,1,1,FALSE,TRUE,22 23,0,1347,1412,FALSE,24,4,1413,1436,22 24,0,0,0,0,0,0,0,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,13,Implicit,Expansion.Conjunction, EMPTY,meanwhile,EMPTY,EMPTY,EMPTY,1532,1687,1689,1812,1,1,FALSE,TRUE,26 27,1,1532,1688,FALSE,28,1,1689,1813,21 36,13,1,3,1,1,0,2,elaboration-additional,FALSE,TRUE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,14,Explicit,Contingency.Condition.Hypothetical, EMPTY,if,EMPTY,EMPTY,EMPTY,1532,1614,1624,1687,1,1,FALSE,FALSE,26,1,1532,1615,FALSE,27,9,1616,1688,26 27,0,0,0,0,0,0,0,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Ctrl::Ot::Null
1139,15,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,1689,1812,1814,1873,1,1,FALSE,FALSE,28,1,1689,1813,FALSE,29,1,1814,1874,28 32,3,0,2,0,0,0,2,reason,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,16,Implicit,Contingency.Cause.Reason, EMPTY,since,EMPTY,EMPTY,EMPTY,1814,1873,1910,2006,1,1,FALSE,FALSE,29,1,1814,1874,FALSE,31,1,1910,2007,29 32,2,0,2,0,1,0,1,explanation-argumentative,FALSE,FALSE,0,FALSE,2,FALSE,FALSE,FALSE,Comm::Ot::Null
1139,17,Implicit,Expansion.Conjunction, EMPTY,overall,EMPTY,EMPTY,EMPTY,2019,2109,2111,2201,1,1,FALSE,FALSE,33,1,2019,2110,TRUE,34 36,1,2111,2202,33 36,0,0,0,0,0,0,0,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,18,Explicit,Temporal.Asynchronous.Precedence, EMPTY,until,EMPTY,EMPTY,EMPTY,2111,2142,2149,2176,1,1,FALSE,FALSE,34,0,2111,2142,FALSE,35,7,2143,2177,34 36,1,0,1,0,0,0,1,circumstance,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,19,Implicit,Expansion.Restatement.Specification, EMPTY,in particular,EMPTY,EMPTY,EMPTY,2205,2253,2255,2402,1,1,FALSE,FALSE,37,1,2205,2254,TRUE,38 39,1,2255,2403,37 39,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,20,Explicit,Comparison.Contrast.Opposition, EMPTY,but,EMPTY,EMPTY,EMPTY,2406,2554,2560,2635,1,1,FALSE,TRUE,40 42,1,2406,2555,FALSE,43,5,2556,2636,40 47,4,0,2,0,0,0,2,Contrast,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,21,AltLex,Contingency.Cause.Reason, EMPTY,,EMPTY,EMPTY,EMPTY,2556,2635,2637,2759,1,1,FALSE,FALSE,43,1,2556,2636,FALSE,44,1,2637,2760,43 44,0,0,0,0,0,0,0,reason,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1139,22,NoRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,2637,2759,2761,2867,1,1,FALSE,FALSE,44,1,2637,2760,TRUE,45 47,1,2761,2868,43 47,1,1,0,1,0,0,0,List,FALSE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,EMPTY
1139,23,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,2994,3066,3068,3141,1,1,FALSE,FALSE,52,3,2992,3067,FALSE,53,1,3068,3142,48 53,4,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,EMPTY
1140,0,AltLex,Contingency.Cause.Result, EMPTY,,EMPTY,EMPTY,EMPTY,127,281,283,408,1,1,FALSE,TRUE,2 4,1,127,282,TRUE,5 7,1,283,409,2 17,10,1,1,0,0,1,1,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,1,Explicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,204,238,243,281,1,1,FALSE,FALSE,3,0,204,238,FALSE,4,5,239,282,3 4,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,2,Explicit,Comparison.Contrast, EMPTY,however,EMPTY,EMPTY,EMPTY,427,506,517,805,1,1,FALSE,FALSE,9,1,427,507,TRUE,10 15,10,508,806,5 17,6,1,2,1,1,0,1,antithesis,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,3,AltLex,Comparison.Contrast, EMPTY,,EMPTY,EMPTY,EMPTY,923,1122,1124,1323,1,1,FALSE,TRUE,18 19,1,923,1123,FALSE,20,1,1124,1324,18 20,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,4,Implicit,Expansion.Restatement.Equivalence, EMPTY,in other words,EMPTY,EMPTY,EMPTY,1327,1462,1464,1563,1,1,FALSE,TRUE,21 24,1,1327,1463,TRUE,25 29,1,1464,1564,21 29,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,5,Explicit,Temporal.Asynchronous.Precedence, EMPTY,later,EMPTY,EMPTY,EMPTY,1406,1432,1510,1516,1,1,FALSE,FALSE,23,0,1406,1432,FALSE,27,6,1510,1522,21 29,7,2,4,1,2,1,2,List,FALSE,TRUE,2,TRUE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,6,Explicit,Temporal.Asynchronous.Precedence, EMPTY,later,EMPTY,EMPTY,EMPTY,1406,1432,1433,1456,1,1,FALSE,FALSE,23,0,1406,1432,FALSE,24,7,1433,1463,23 24,0,0,0,0,0,0,0,elaboration-object-attribute-e,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,7,Implicit,Contingency.Cause.Result, EMPTY,as a result,EMPTY,EMPTY,EMPTY,1464,1563,1565,1711,1,2,FALSE,TRUE,25 29,1,1464,1564,TRUE,30 34,1,1565,1712,21 34,4,0,1,0,1,0,0,background,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,8,Implicit,Expansion.Restatement.Specification, EMPTY,specifically,EMPTY,EMPTY,EMPTY,1715,1846,1848,1966,1,1,FALSE,FALSE,35,1,1715,1847,FALSE,36,1,1848,1967,35 46,10,0,2,0,0,0,2,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,9,Implicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,1970,2048,2050,2114,1,1,FALSE,FALSE,37,1,1970,2049,TRUE,38 39,1,2050,2115,37 42,3,0,1,0,0,0,1,Comparison,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,10,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,2050,2114,2116,2212,1,1,FALSE,TRUE,38 39,1,2050,2115,TRUE,40 42,1,2116,2213,38 42,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1140,11,Explicit,Expansion.Conjunction, EMPTY,while,EMPTY,EMPTY,EMPTY,2050,2083,2091,2114,1,1,FALSE,FALSE,38,1,2050,2084,FALSE,39,7,2085,2115,38 39,0,0,0,0,0,0,0,Comparison,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,12,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,2116,2142,2147,2187,1,1,FALSE,FALSE,40,0,2116,2142,FALSE,41,4,2143,2187,40 42,1,0,1,0,0,0,1,List,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,13,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,2216,2333,2335,2372,1,1,FALSE,TRUE,43 44,1,2216,2334,FALSE,45,1,2335,2373,43 45,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,14,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,2335,2372,2374,2453,1,1,FALSE,FALSE,45,1,2335,2373,FALSE,46,1,2374,2454,43 46,2,1,0,1,0,0,0,Comparison,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1140,15,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2457,2515,2517,2574,1,1,FALSE,FALSE,47,1,2457,2516,TRUE,48 49,1,2517,2575,47 60,11,0,2,0,0,0,2,explanation-argumentative,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,16,Explicit,Expansion.Conjunction, EMPTY,in addition,EMPTY,EMPTY,EMPTY,2517,2574,2589,2656,1,1,FALSE,TRUE,48 49,1,2517,2575,FALSE,50,14,2576,2657,48 50,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,17,Explicit,Expansion.Instantiation, EMPTY,for example,EMPTY,EMPTY,EMPTY,2576,2656,2671,2809,1,1,FALSE,FALSE,50,1,2576,2657,TRUE,51 53,14,2658,2810,48 60,9,0,2,0,1,0,1,example,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1140,18,Implicit,Expansion.Restatement.Specification, EMPTY,specifically,EMPTY,EMPTY,EMPTY,2813,2888,2890,3019,1,1,FALSE,TRUE,54 56,1,2813,2889,FALSE,57,1,2890,3020,54 57,0,0,0,0,0,0,0,elaboration-general-specific,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,0,Implicit,Comparison.Contrast, EMPTY,rather,EMPTY,EMPTY,EMPTY,60,129,131,183,1,1,FALSE,FALSE,2,1,60,130,FALSE,3,1,131,184,2 3,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,1,Explicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,60,129,131,183,1,2,FALSE,FALSE,2,1,60,130,FALSE,3,1,131,184,2 3,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,2,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,131,183,189,237,1,1,FALSE,FALSE,3,1,131,184,TRUE,4 6,5,185,238,2 6,1,0,1,0,1,0,0,evaluation-n,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,3,Explicit,Comparison.Contrast, EMPTY,yet,EMPTY,EMPTY,EMPTY,241,610,616,765,1,2,FALSE,TRUE,7 24,601,241,1211,TRUE,12 15,5,612,766,7 24,-4,-1,-1,0,0,0,0,Problem-Solution,TRUE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,4,Implicit,Contingency.Cause.Result, EMPTY,so,EMPTY,EMPTY,EMPTY,241,338,340,437,1,1,FALSE,FALSE,7,1,241,339,FALSE,8,1,340,438,7 24,16,1,3,0,0,1,3,Problem-Solution,FALSE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,5,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,340,437,439,489,1,1,FALSE,FALSE,8,1,340,438,FALSE,9,1,439,490,8 11,2,0,1,0,0,0,1,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,6,Implicit,Expansion.Restatement.Specification, EMPTY,specifically,EMPTY,EMPTY,EMPTY,439,489,491,558,1,1,FALSE,FALSE,9,1,439,490,FALSE,10,1,491,559,9 11,1,0,1,0,0,0,1,evidence,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,7,Implicit,Contingency.Cause.Result, EMPTY,as a result,EMPTY,EMPTY,EMPTY,491,558,560,610,1,1,FALSE,FALSE,10,1,491,559,FALSE,11,1,560,611,10 11,0,0,0,0,0,0,0,Contrast,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,8,Implicit,Comparison.Contrast, EMPTY,however,EMPTY,EMPTY,EMPTY,769,911,960,1074,1,1,FALSE,TRUE,16 20,164,769,1075,FALSE,20,1,960,1075,16 20,-1,-1,-1,0,0,0,0,means,TRUE,TRUE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,9,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,960,1130,1136,1210,1,1,FALSE,TRUE,8 22,621,340,1131,TRUE,23 24,5,1132,1211,8 24,0,0,0,0,0,0,0,antithesis,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,10,Implicit,Contingency.Cause.Result, EMPTY,so,EMPTY,EMPTY,EMPTY,960,1074,1076,1130,1,1,FALSE,FALSE,20,1,960,1075,TRUE,21 22,1,1076,1131,8 22,12,0,4,0,4,0,0,interpretation-s,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1141,11,Explicit,Temporal.Asynchronous.Precedence, EMPTY,before,EMPTY,EMPTY,EMPTY,1076,1105,1113,1130,1,1,FALSE,FALSE,21,0,1076,1105,FALSE,22,8,1106,1131,21 22,0,0,0,0,0,0,0,Comparison,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,0,Explicit,Temporal.Asynchronous.Precedence, EMPTY,then,EMPTY,EMPTY,EMPTY,234,329,331,386,1,2,FALSE,FALSE,4,1,234,330,FALSE,5,1,331,387,4 5,0,0,0,0,0,0,0,Sequence,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,1,Explicit,Comparison.Contrast.Juxtaposition, EMPTY,in contrast,EMPTY,EMPTY,EMPTY,390,508,523,608,1,1,FALSE,TRUE,6 8,1,390,509,TRUE,9 10,14,510,609,6 10,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,2,Implicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,510,608,610,674,1,1,FALSE,TRUE,9 10,1,510,609,FALSE,11,1,610,675,6 11,3,0,1,0,1,0,0,Comparison,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,3,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,764,838,844,909,1,1,FALSE,TRUE,13 15,1,764,839,FALSE,16,5,840,910,13 16,0,0,0,0,0,0,0,consequence-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,4,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,913,983,985,1031,1,1,FALSE,FALSE,17,1,913,984,FALSE,18,1,985,1032,17 18,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,5,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,985,1031,1033,1124,1,1,FALSE,FALSE,18,1,985,1032,TRUE,19 20,1,1033,1125,13 23,8,1,0,1,0,0,0,List,FALSE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,EMPTY
1142,6,Implicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,1033,1124,1126,1163,1,1,FALSE,TRUE,19 20,1,1033,1125,FALSE,21,1,1126,1164,13 23,8,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,7,Explicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,1126,1192,1198,1240,1,1,FALSE,TRUE,13 23,411,764,1241,FALSE,23,5,1194,1241,13 23,-1,-1,-1,0,0,0,0,List,TRUE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,8,Implicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,1126,1163,1165,1192,1,1,FALSE,FALSE,21,1,1126,1164,FALSE,22,1,1165,1193,13 23,9,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,9,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,1245,1295,1525,1638,1,1,FALSE,FALSE,24,3,1244,1297,FALSE,30,5,1521,1639,24 36,11,0,4,0,2,0,2,Cause-Result,FALSE,FALSE,0,TRUE,2,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,10,Explicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,1521,1638,1922,2011,1,1,FALSE,FALSE,30,1,1521,1639,FALSE,38,1,1922,2012,24 43,18,0,5,0,3,0,2,List,FALSE,FALSE,1,TRUE,2,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,11,Explicit,Comparison.Contrast, EMPTY,though,EMPTY,EMPTY,EMPTY,1791,1889,1672,1779,1,1,FALSE,TRUE,34 36,3,1790,1891,FALSE,32,13,1660,1780,32 36,1,0,1,0,0,0,1,concession,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,12,Explicit,Temporal.Synchrony, EMPTY,when,EMPTY,EMPTY,EMPTY,1821,1889,1796,1819,1,1,FALSE,TRUE,35 36,2,1821,1891,FALSE,34,7,1790,1820,34 36,0,0,0,0,0,0,0,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,13,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,1791,1839,1844,1889,1,1,FALSE,TRUE,34 36,53,1790,1891,FALSE,36,6,1840,1891,34 36,-1,-1,-1,0,0,0,0,condition,TRUE,TRUE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,14,Implicit,Comparison.Contrast, EMPTY,however,EMPTY,EMPTY,EMPTY,1894,2011,2013,2220,1,1,FALSE,TRUE,37 38,1,1894,2012,TRUE,39 42,1,2013,2221,37 43,1,0,1,0,0,0,1,reason,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,15,Explicit,Comparison.Contrast, EMPTY,while,EMPTY,EMPTY,EMPTY,2092,2220,2019,2090,1,1,FALSE,TRUE,40 42,1,2092,2221,FALSE,39,7,2013,2091,39 42,0,0,0,0,0,0,0,Comparison,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,16,Implicit,Expansion.Restatement.Specification, EMPTY,in particular,EMPTY,EMPTY,EMPTY,2250,2320,2322,2406,1,1,FALSE,FALSE,44,1,2250,2321,TRUE,45 47,1,2322,2407,44 73,26,0,1,0,0,0,1,reason,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,17,Implicit,Expansion.Restatement.Specification, EMPTY,specifically,EMPTY,EMPTY,EMPTY,2322,2406,2408,2519,1,1,FALSE,TRUE,45 47,1,2322,2407,TRUE,48 50,1,2408,2520,45 73,23,1,3,0,0,1,3,explanation-argumentative,FALSE,TRUE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,18,Explicit,Temporal.Synchrony,Contingency.Condition.General,when,EMPTY,EMPTY,EMPTY,2348,2373,2379,2406,1,1,FALSE,FALSE,46,0,2348,2373,FALSE,47,6,2374,2407,46 47,0,0,0,0,0,0,0,circumstance,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,19,AltLex,Contingency.Cause.Result, EMPTY,,EMPTY,EMPTY,EMPTY,2408,2519,2521,2658,1,1,FALSE,TRUE,48 50,1,2408,2520,TRUE,51 55,1,2521,2659,48 56,1,0,1,0,0,0,1,interpretation-s,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,20,Explicit,Temporal.Synchrony, EMPTY,when,EMPTY,EMPTY,EMPTY,2470,2497,2503,2519,1,1,FALSE,FALSE,49,0,2470,2497,FALSE,50,6,2498,2520,48 50,1,1,0,1,0,0,0,circumstance,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,21,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,2521,2658,2729,2877,1,1,FALSE,TRUE,51 55,1,2521,2659,TRUE,57 60,5,2725,2878,48 64,8,1,2,1,1,0,1,background,FALSE,TRUE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,22,Implicit,Contingency.Cause.Result, EMPTY,as a result,EMPTY,EMPTY,EMPTY,2521,2658,2660,2721,1,1,FALSE,TRUE,51 55,1,2521,2659,FALSE,56,1,2660,2722,51 56,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,23,Explicit,Temporal.Synchrony, EMPTY,when,EMPTY,EMPTY,EMPTY,2532,2636,2642,2658,1,1,FALSE,TRUE,51 54,11,2521,2636,FALSE,55,6,2637,2659,51 55,0,0,0,0,0,0,0,circumstance,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,24,Implicit,Expansion.Restatement.Specification, EMPTY,in particular,EMPTY,EMPTY,EMPTY,2725,2877,2901,3004,1,1,FALSE,TRUE,57 60,1,2725,2878,TRUE,61 64,23,2879,3005,57 64,0,0,0,0,0,0,0,reason,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,25,Explicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2901,2957,2966,3004,1,1,FALSE,FALSE,62,0,2901,2957,TRUE,63 64,9,2958,3005,61 64,1,0,1,0,1,0,0,reason,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,26,Implicit,Expansion.Restatement.Equivalence, EMPTY,in short,EMPTY,EMPTY,EMPTY,3008,3149,3243,3289,1,1,FALSE,TRUE,65 66,1,3008,3150,FALSE,68,3,3242,3291,48 73,23,0,3,0,1,0,2,elaboration-additional,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,27,Implicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,3243,3289,3305,3434,1,1,FALSE,FALSE,68,3,3242,3291,TRUE,70 73,7,3300,3436,67 73,2,0,2,0,1,0,1,result,FALSE,FALSE,0,FALSE,2,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,28,Explicit,Temporal.Synchrony,Contingency.Condition.General,when,EMPTY,EMPTY,EMPTY,3354,3434,3300,3331,1,2,FALSE,TRUE,70 73,56,3300,3436,FALSE,70,1,3300,3332,70 73,-1,-1,-1,0,0,0,0,reason,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1142,29,Explicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,3354,3402,3411,3434,1,1,FALSE,FALSE,72,0,3354,3402,FALSE,73,10,3403,3436,70 73,2,0,2,0,2,0,0,reason,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,PAtt::Ot::Null
1142,30,Explicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,3439,3504,3754,3830,1,2,FALSE,FALSE,74,1,3439,3505,FALSE,78,1,3754,3831,74 78,3,0,1,0,1,0,0,result,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1142,31,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,3439,3504,3506,3752,1,1,FALSE,FALSE,74,1,3439,3505,TRUE,75 77,1,3506,3753,74 77,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,EMPTY
1142,32,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,3506,3752,3754,3830,1,1,FALSE,TRUE,75 77,1,3506,3753,FALSE,78,1,3754,3831,74 78,1,0,1,0,1,0,0,result,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1142,33,Explicit,Contingency.Condition.Hypothetical, EMPTY,if,EMPTY,EMPTY,EMPTY,3526,3616,3620,3752,1,1,FALSE,FALSE,76,0,3526,3616,FALSE,77,4,3617,3753,75 77,1,0,1,0,1,0,0,condition,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Ot::Null
